dialogue_id,user_er,user_ee,donation_ee,donation_er,intended,is_annotated,n_utterances,n_persuader_turns,n_persuadee_turns
20180828-190746_441_live,A16DMEHVXW2F7Y,AEQ1FIT3SYXWZ,0.0,1.0,nan,False,23,12,11
20180828-150659_719_live,A3FLU5Q5TRQIPE,A2XRYF0L5ACD2E,1.0,1.0,nan,False,20,10,10
20180828-194341_225_live,ABJ8229BVK9R6,A4UPQPZH5KXSN,0.0,0.02,nan,False,20,10,10
20180828-160644_703_live,A398DYVL7GCCYU,AZMMJFMLYXZ2D,0.3,0.5,nan,False,20,10,10
20180828-145428_366_live,AHTJJ0KDJ6ZIA,AAQREZOK13OV7,0.0,0.0,nan,False,20,10,10
20180828-185741_900_live,AVOF14300525D,A2EW8UBU2XJWKR,0.01,0.0,nan,False,20,10,10
20180828-152813_982_live,A3IHG12D1WMW8Y,A161AJDHLJVCLZ,0.0,0.0,nan,False,20,10,10
20180828-180205_798_live,AO75QMMJUK1OD,A1DNJ3C38BJ0MJ,0.3,0.3,nan,False,22,11,11
20180828-150453_834_live,A1G5SW4SM252UK,A2DXF3Y88VG4KN,0.1,0.1,nan,False,20,10,10
20180828-194737_511_live,A3P43CP9VNH0CE,A3NYGCD9P6R6JS,1.0,0.0,nan,False,22,11,11
20180828-154646_473_live,A1RGD548VIVY96,A2JZ70U9ALIH5O,0.5,1.0,nan,False,20,10,10
20180828-192522_122_live,A2I9OGMLLZ7V9P,A3CCF8NBJTJUCB,0.25,0.25,nan,False,21,11,10
20180828-185623_74_live,AWJS64YIDUZ2L,A2TSXSBVM3TS82,0.0,0.0,nan,False,22,11,11
20180828-165639_960_live,A3QN9B9ZS1CWWM,AV3LN2EMUI4LG,0.0,0.0,0.3,True,20,10,10
20180825-112434_860_live,APBA7ITVRAN44,A1BMZUNL98C5GL,0.0,0.1,0.3,True,20,10,10
20180825-053711_81_live,ANMD34DNHLOLC,A1WMOJNU4FFQY8,1.0,0.0,0.01,True,21,11,10
20180825-050306_247_live,A59M0SG4W43C6,A3T006544GOT26,0.0,0.5,20.0,True,20,10,10
20180825-080131_220_live,A1L8QPHQ2FAH0W,A3RSZN0UNN5GSC,0.15,0.0,0.15,True,20,10,10
20180825-071459_643_live,A4DPIHCSWDEOU,A2IZ9FXMOW9LVQ,0.15,0.0,0.15,True,20,10,10
20180825-081502_364_live,AH0OMQP35UPYL,A37533SGF100SL,0.0,0.05,0.05,True,21,11,10
20180825-081646_781_live,A3CHSKOAWR1DVA,ABILN5TZDPKOP,9.0,0.0,nan,False,20,10,10
20180825-073809_134_live,A3CHSKOAWR1DVA,A383U9YJIBG4IA,0.0,0.0,nan,False,20,10,10
20180825-075451_984_live,A98E8M4QLI9RS,A2UA3QR3EUAT9K,0.1,0.1,0.1,True,21,11,10
20180825-094831_466_live,A7E03QY7B281X,A1BVEXQ684HDEP,0.0,0.01,nan,False,20,10,10
20180825-073629_433_live,A2BRZKFG6WAVER,A37533SGF100SL,0.0,0.1,0.05,True,20,10,10
20180825-070515_947_live,A1FVCMGXK85014,A2TKHXY755FAM,0.25,0.05,nan,False,20,10,10
20180825-062219_874_live,AY52II1OC5RZ1,A3OI216PJT396K,0.0,0.0,0.0,True,20,10,10
20180825-044252_786_live,A1X2NKYJNHB1A5,AZIAQJWXTSFUX,0.05,0.0,0.05,True,21,11,10
20180825-075627_48_live,AZIAQJWXTSFUX,A3A0PBRVBY8M9J,0.0,0.0,0.0,True,20,10,10
20180825-073813_141_live,A3E6ZHAKWMK0RW,A1XTMUBVXAEWBQ,0.0,0.0,1.0,True,20,10,10
20180825-073030_73_live,A25L985XCNESXE,AH0OMQP35UPYL,0.05,0.25,nan,False,20,10,10
20180825-063753_619_live,A1DNJ3C38BJ0MJ,A25L985XCNESXE,0.1,0.1,nan,False,21,11,10
20180825-073559_995_live,A2XZ1603CBMWUE,A1CHC8M7CWC254,0.0,0.3,1.0,True,20,10,10
20180825-065411_526_live,A15K979G6R0ZH6,AUCH5GZGSSF8E,0.1,0.1,0.1,True,20,10,10
20180825-084254_215_live,A1M8NE16ROONAA,A25L985XCNESXE,1.0,1.0,1.0,True,21,11,10
20180825-081402_621_live,A2BRZKFG6WAVER,A24WVG86YLB7QK,0.3,0.0,0.3,True,20,10,10
20180825-043341_782_live,A2DNCU1H95HCBS,A3MJSYSWX0Q4WQ,0.1,0.0,10.0,True,20,10,10
20180825-080452_233_live,A1FVCMGXK85014,ALBORX1DBXFLC,0.0,0.1,nan,False,20,10,10
20180825-075630_493_live,AH0OMQP35UPYL,A1KXYURHCYHKOL,1.0,0.05,1.0,True,20,10,10
20180825-065106_23_live,AV3LN2EMUI4LG,A1H1TKK54YG94Q,0.1,0.0,5.0,True,20,10,10
20180825-111850_152_live,A2ZWOPNOG2A5PX,A37533SGF100SL,0.0,0.0,0.25,True,21,11,10
20180825-075647_663_live,A325U72J005UAJ,A3CHSKOAWR1DVA,0.0,0.01,5.0,True,22,11,11
20180825-064811_939_live,A2KYK4S275LZO6,A33OCPETN5JEZV,0.05,0.2,0.05,True,20,10,10
20180825-054948_621_live,A59M0SG4W43C6,A3MANTSVBTWJ2B,0.3,0.0,0.0,True,20,10,10
20180825-044048_639_live,AECQ7QG4CQP69,A2RUAB5F9GM1KP,0.05,0.0,0.3,True,20,10,10
20180825-085214_779_live,A37533SGF100SL,A3CHSKOAWR1DVA,0.0,0.0,5.0,True,20,10,10
20180825-085908_923_live,AH0OMQP35UPYL,A2223XYV804AY7,0.0,0.15,0.15,True,21,11,10
20180825-080436_824_live,AL7UTA8J27TFK,A2XAES9UJ78XAG,10.0,10.0,10.0,True,21,11,10
20180825-080802_964_live,A1T6TPNU64ZH9F,A120PN22KW0VPY,1.0,0.15,1.0,True,21,11,10
20180825-075844_569_live,A2H9FMJIC40XBI,A2DX6QJ6ZRE1GC,0.25,0.25,0.25,True,21,11,10
20180825-071727_819_live,ALRBI7LQ4WCL,A3BMIBDHO8NPOJ,0.15,0.15,0.15,True,20,10,10
20180825-060212_445_live,A10G3CUJ1XUTB,A1IL81UMEC9OJI,0.1,0.5,nan,False,20,10,10
20180825-060251_387_live,A1HBIE5LRTQK1L,AI2LRSALOOKKU,0.15,0.0,0.15,True,20,10,10
20180825-063117_677_live,AS2MFSWNC5CQI,A381W4J8VWN442,0.2,0.0,100.0,True,20,10,10
20180825-063009_943_live,A2LTOS0AZ3B28A,A33ULYULNG7D67,0.0,0.3,nan,False,20,10,10
