scenario,reference,device,gain_true,offset_true
S1_offset_only,120.79261557606063,135.65612991134864,1.0,12.0
S1_offset_only,121.43301513599869,129.73700226550474,1.0,12.0
S1_offset_only,121.97905639583702,126.9538629181274,1.0,12.0
S1_offset_only,122.75795540095524,135.24386279892994,1.0,12.0
S1_offset_only,122.91261018927966,137.06653959950816,1.0,12.0
S1_offset_only,125.53665267918225,142.14235199294345,1.0,12.0
S1_offset_only,125.95170637813665,136.1075662428088,1.0,12.0
S1_offset_only,126.50767014494275,136.63626080922174,1.0,12.0
S1_offset_only,126.9284149042704,136.4833539710049,1.0,12.0
S1_offset_only,128.32648840093432,140.85633598758372,1.0,12.0
S1_offset_only,129.30118920604727,141.31403164639366,1.0,12.0
S1_offset_only,129.30944293119506,136.1875936224855,1.0,12.0
S1_offset_only,129.33463024269332,145.3436484580202,1.0,12.0
S1_offset_only,129.90036071074985,139.9818138017328,1.0,12.0
S1_offset_only,132.77873633567964,149.0652866406985,1.0,12.0
S1_offset_only,133.59332638511876,144.73061042851182,1.0,12.0
S1_offset_only,134.40086705020283,147.71262401938594,1.0,12.0
S1_offset_only,134.54690113497838,142.8146718519579,1.0,12.0
S1_offset_only,136.73723797518642,147.14110301707166,1.0,12.0
S1_offset_only,137.64534983102345,147.24008056422306,1.0,12.0
S1_offset_only,137.77975089215585,148.29691309522158,1.0,12.0
S1_offset_only,138.68815479540135,152.1954076744515,1.0,12.0
S1_offset_only,138.7586799998683,146.38334446005874,1.0,12.0
S1_offset_only,138.98045764266124,151.34244771391832,1.0,12.0
S1_offset_only,143.0079273352127,159.73958312190265,1.0,12.0
S1_offset_only,145.3864869678981,155.49924537960888,1.0,12.0
S1_offset_only,146.37354546476402,159.7973070956901,1.0,12.0
S1_offset_only,146.47557213748414,160.91626551206116,1.0,12.0
S1_offset_only,146.749719995467,155.44013320682572,1.0,12.0
S1_offset_only,146.94152397755278,157.61217695966394,1.0,12.0
S1_offset_only,147.60252320824532,163.50064823639588,1.0,12.0
S1_offset_only,148.87268150961182,159.12979611173282,1.0,12.0
S1_offset_only,149.04030132444933,162.96922086171205,1.0,12.0
S1_offset_only,149.20260654465602,165.57398593929034,1.0,12.0
S1_offset_only,150.55778362115018,164.91179141140756,1.0,12.0
S1_offset_only,150.78034005550282,166.2938456912934,1.0,12.0
S1_offset_only,151.65412990840588,160.95072376848526,1.0,12.0
S1_offset_only,152.91675125046999,168.16028274782082,1.0,12.0
S1_offset_only,153.25440505149118,171.84008712657615,1.0,12.0
S1_offset_only,153.46323143858672,160.75625312387828,1.0,12.0
S1_offset_only,154.1359701405066,167.8796264401332,1.0,12.0
S1_offset_only,154.2150379229903,169.0753046047711,1.0,12.0
S1_offset_only,154.34529673063471,160.3390346917867,1.0,12.0
S1_offset_only,154.9305221212112,160.81323216159143,1.0,12.0
S1_offset_only,155.17480674185353,164.82967958925704,1.0,12.0
S1_offset_only,155.2053706285803,169.28375963975472,1.0,12.0
S1_offset_only,155.68345566426547,169.87716321182094,1.0,12.0
S1_offset_only,156.20559969817737,173.6946105738892,1.0,12.0
S1_offset_only,156.47835147531933,169.26739710629838,1.0,12.0
S1_offset_only,156.5917341922315,165.17461746719567,1.0,12.0
S1_offset_only,157.70352946092618,170.87839901424232,1.0,12.0
S1_offset_only,157.76078122490514,174.11435300279106,1.0,12.0
S1_offset_only,158.58144427468704,167.38793913881102,1.0,12.0
S1_offset_only,159.69705725978955,166.84490761993973,1.0,12.0
S1_offset_only,161.33180050120245,168.85890337890763,1.0,12.0
S1_offset_only,161.69129793733384,170.23145837963403,1.0,12.0
S1_offset_only,161.7755623534915,179.4636787073241,1.0,12.0
S1_offset_only,161.81510009320925,180.824553159033,1.0,12.0
S1_offset_only,162.65916067522102,180.1341603414544,1.0,12.0
S1_offset_only,163.96772216386384,173.90435913020886,1.0,12.0
S1_offset_only,164.35680491425205,173.51420280815648,1.0,12.0
S1_offset_only,166.7756069393796,174.67461309461382,1.0,12.0
S1_offset_only,167.45824336118105,178.97099027063058,1.0,12.0
S1_offset_only,167.60372589839133,171.78029861533173,1.0,12.0
S1_offset_only,167.72713887174115,176.97688646061187,1.0,12.0
S1_offset_only,169.96143625518954,178.33003755016279,1.0,12.0
S1_offset_only,170.33235874446768,183.41917301903163,1.0,12.0
S1_offset_only,170.48720939383458,182.8910136086422,1.0,12.0
S1_offset_only,171.036689487395,182.759080564849,1.0,12.0
S1_offset_only,171.21870318985935,176.46111095299906,1.0,12.0
S1_offset_only,171.24291175117662,182.8562257437314,1.0,12.0
S1_offset_only,171.82733805194374,180.8928744199478,1.0,12.0
S1_offset_only,171.97661261699747,185.7566057959054,1.0,12.0
S1_offset_only,172.15510512511042,191.44769514454708,1.0,12.0
S1_offset_only,173.0466849120083,187.125743027832,1.0,12.0
S1_offset_only,173.51931426057882,185.90560816177086,1.0,12.0
S1_offset_only,174.11353142248825,189.04548384037338,1.0,12.0
S1_offset_only,174.76666774110225,190.64808847045379,1.0,12.0
S1_offset_only,175.25052641850453,185.5688359667482,1.0,12.0
S1_offset_only,175.44870586446518,190.70029747177898,1.0,12.0
S1_offset_only,176.13853908985533,186.22649083602636,1.0,12.0
S1_offset_only,176.53464192082262,192.14620886554047,1.0,12.0
S1_offset_only,176.77455226526286,185.54026035581688,1.0,12.0
S1_offset_only,178.08125668483166,193.26121436989268,1.0,12.0
S2_zeroed_ideal,80.54431768162982,80.89911623060316,1.0,0.0
S2_zeroed_ideal,81.36703591099622,77.3119102456015,1.0,0.0
S2_zeroed_ideal,82.1189923663578,85.34675430916258,1.0,0.0
S2_zeroed_ideal,82.59472532420766,84.36478733872393,1.0,0.0
S2_zeroed_ideal,82.73062605192635,86.2084733395478,1.0,0.0
S2_zeroed_ideal,83.12247017553186,84.30018578729764,1.0,0.0
S2_zeroed_ideal,83.30768741093421,84.18232330821593,1.0,0.0
S2_zeroed_ideal,84.6640113050714,81.69871768524405,1.0,0.0
S2_zeroed_ideal,84.80612655596985,86.4467569324001,1.0,0.0
S2_zeroed_ideal,85.49744788926401,87.49399085421999,1.0,0.0
S2_zeroed_ideal,85.88039959251985,88.2820663483213,1.0,0.0
S2_zeroed_ideal,87.16581886398423,85.08549947883276,1.0,0.0
S2_zeroed_ideal,87.26054349782014,89.14218921175627,1.0,0.0
S2_zeroed_ideal,88.57113615159402,88.86155304137463,1.0,0.0
S2_zeroed_ideal,90.30575457349138,91.50864679675358,1.0,0.0
S2_zeroed_ideal,90.43111462249792,87.14627784217542,1.0,0.0
S2_zeroed_ideal,90.4815741497235,94.42663108965633,1.0,0.0
S2_zeroed_ideal,91.0148754213438,90.50891021166753,1.0,0.0
S2_zeroed_ideal,91.92449452788895,95.33722429997128,1.0,0.0
S2_zeroed_ideal,92.26994489804675,93.3872444785829,1.0,0.0
S2_zeroed_ideal,93.57448250842346,92.91735240379563,1.0,0.0
S2_zeroed_ideal,93.79024469582825,91.21472321257983,1.0,0.0
S2_zeroed_ideal,93.83274709238869,98.19200282893922,1.0,0.0
S2_zeroed_ideal,97.30737371390398,99.37141683891353,1.0,0.0
S2_zeroed_ideal,97.61278073181352,98.13367999024332,1.0,0.0
S2_zeroed_ideal,97.6419616950054,98.94436025553061,1.0,0.0
S2_zeroed_ideal,97.76570224672656,96.53237853708404,1.0,0.0
S2_zeroed_ideal,97.8087508654584,98.36021865559272,1.0,0.0
S2_zeroed_ideal,97.95530133499172,104.94776442526118,1.0,0.0
S2_zeroed_ideal,99.364851773387,100.00057947547253,1.0,0.0
S2_zeroed_ideal,99.51670906311676,102.2546082554717,1.0,0.0
S2_zeroed_ideal,99.86954133136373,103.74297714260021,1.0,0.0
S2_zeroed_ideal,100.4978452602348,100.96334238790385,1.0,0.0
S2_zeroed_ideal,101.60673212099528,103.6808174664185,1.0,0.0
S2_zeroed_ideal,101.69221383723578,105.29726141567022,1.0,0.0
S2_zeroed_ideal,102.40386860109996,106.60635864019298,1.0,0.0
S2_zeroed_ideal,103.77417959226344,104.66917575643718,1.0,0.0
S2_zeroed_ideal,105.57879204927761,105.23717822596053,1.0,0.0
S2_zeroed_ideal,106.46040163969288,108.47006714595126,1.0,0.0
S2_zeroed_ideal,106.84644656666646,111.94836600676015,1.0,0.0
S2_zeroed_ideal,106.85067908028763,106.32232040024239,1.0,0.0
S2_zeroed_ideal,107.28632979503422,108.92729117321683,1.0,0.0
S2_zeroed_ideal,107.56597861946682,104.94678012073474,1.0,0.0
S2_zeroed_ideal,107.6034752635005,106.58398316201703,1.0,0.0
S2_zeroed_ideal,108.156179282871,104.54452877696208,1.0,0.0
S2_zeroed_ideal,108.46107978068787,107.67569448374717,1.0,0.0
S2_zeroed_ideal,108.78974558564563,109.3717953752558,1.0,0.0
S2_zeroed_ideal,108.87053643937418,107.65578885900746,1.0,0.0
S2_zeroed_ideal,110.06436578441402,110.67112762830365,1.0,0.0
S2_zeroed_ideal,110.22162927365453,111.12825081466144,1.0,0.0
S2_zeroed_ideal,110.2770291537051,113.17363895152481,1.0,0.0
S2_zeroed_ideal,110.28144348654556,112.74475261736329,1.0,0.0
S2_zeroed_ideal,110.34357414684209,110.60904712532317,1.0,0.0
S2_zeroed_ideal,110.64799490744026,111.16744831141193,1.0,0.0
S2_zeroed_ideal,111.43601704747434,109.4310402550429,1.0,0.0
S2_zeroed_ideal,112.08580271700166,113.0449022930168,1.0,0.0
S2_zeroed_ideal,112.7568786632911,109.32255283202932,1.0,0.0
S2_zeroed_ideal,113.99876630371656,113.37489610423071,1.0,0.0
S2_zeroed_ideal,114.034296799717,108.25469626875656,1.0,0.0
S2_zeroed_ideal,116.73488871484727,116.99762890096734,1.0,0.0
S2_zeroed_ideal,117.02797236403302,120.6201889850245,1.0,0.0
S2_zeroed_ideal,117.75008179075934,119.10227807765503,1.0,0.0
S2_zeroed_ideal,117.77704475092648,116.70948831512452,1.0,0.0
S2_zeroed_ideal,119.3275225583979,123.68451810146844,1.0,0.0
S2_zeroed_ideal,119.86054085465322,115.54224955885371,1.0,0.0
S2_zeroed_ideal,120.03187439200322,118.9732517706977,1.0,0.0
S2_zeroed_ideal,120.79261557606063,114.68180967407098,1.0,0.0
S2_zeroed_ideal,121.43301513599869,118.08688634690964,1.0,0.0
S2_zeroed_ideal,121.97905639583702,120.93060820831138,1.0,0.0
S2_zeroed_ideal,122.75795540095524,122.07146441471669,1.0,0.0
S2_zeroed_ideal,122.91261018927966,122.51931404502392,1.0,0.0
S2_zeroed_ideal,125.53665267918225,125.23856178878857,1.0,0.0
S2_zeroed_ideal,125.95170637813665,131.00682225720996,1.0,0.0
S2_zeroed_ideal,126.50767014494275,126.36558133635401,1.0,0.0
S2_zeroed_ideal,126.9284149042704,125.44905047088378,1.0,0.0
S2_zeroed_ideal,128.32648840093432,124.5359785778905,1.0,0.0
S2_zeroed_ideal,129.30118920604727,129.20321363746996,1.0,0.0
S2_zeroed_ideal,129.30944293119506,127.32286714109934,1.0,0.0
S2_zeroed_ideal,129.33463024269332,123.7580831842376,1.0,0.0
S2_zeroed_ideal,129.90036071074985,131.6636803649274,1.0,0.0
S2_zeroed_ideal,132.77873633567964,133.7625685336471,1.0,0.0
S2_zeroed_ideal,133.59332638511876,129.65625552156445,1.0,0.0
S2_zeroed_ideal,134.40086705020283,140.40048473165797,1.0,0.0
S2_zeroed_ideal,134.54690113497838,132.2342880328655,1.0,0.0
S2_zeroed_ideal,136.73723797518642,134.1207804966286,1.0,0.0
S2_zeroed_ideal,137.64534983102345,136.71140588409577,1.0,0.0
S2_zeroed_ideal,137.77975089215585,136.88755279839816,1.0,0.0
S2_zeroed_ideal,138.68815479540135,138.39849969718372,1.0,0.0
S2_zeroed_ideal,138.7586799998683,134.33956130905077,1.0,0.0
S2_zeroed_ideal,138.98045764266124,140.2175624644144,1.0,0.0
S2_zeroed_ideal,143.0079273352127,142.72288645363835,1.0,0.0
S2_zeroed_ideal,145.3864869678981,145.68585499730943,1.0,0.0
S2_zeroed_ideal,146.37354546476402,148.88331515023788,1.0,0.0
S2_zeroed_ideal,146.47557213748414,143.37049282639492,1.0,0.0
S2_zeroed_ideal,146.749719995467,143.2325849013483,1.0,0.0
S2_zeroed_ideal,146.94152397755278,145.44988285309395,1.0,0.0
S2_zeroed_ideal,147.60252320824532,146.58015099112518,1.0,0.0
S2_zeroed_ideal,148.87268150961182,150.28295118026156,1.0,0.0
S2_zeroed_ideal,149.04030132444933,149.54338244058474,1.0,0.0
S2_zeroed_ideal,149.20260654465602,145.52866560327084,1.0,0.0
S2_zeroed_ideal,150.55778362115018,158.30803412301557,1.0,0.0
S2_zeroed_ideal,150.78034005550282,156.35777811385236,1.0,0.0
S2_zeroed_ideal,151.65412990840588,150.61187875236698,1.0,0.0
S2_zeroed_ideal,152.91675125046999,154.6775970368261,1.0,0.0
S2_zeroed_ideal,153.25440505149118,153.9944697429098,1.0,0.0
S2_zeroed_ideal,153.46323143858672,150.20241370790518,1.0,0.0
S2_zeroed_ideal,154.1359701405066,154.18246640028366,1.0,0.0
S2_zeroed_ideal,154.2150379229903,156.16028107842985,1.0,0.0
S2_zeroed_ideal,154.34529673063471,153.80237059582439,1.0,0.0
S2_zeroed_ideal,154.9305221212112,151.3665649177775,1.0,0.0
S2_zeroed_ideal,155.17480674185353,155.14038611345325,1.0,0.0
S2_zeroed_ideal,155.2053706285803,154.77341874052365,1.0,0.0
S2_zeroed_ideal,155.68345566426547,153.2288726306936,1.0,0.0
S2_zeroed_ideal,156.20559969817737,154.51016030491527,1.0,0.0
S2_zeroed_ideal,156.47835147531933,154.30350479460057,1.0,0.0
S2_zeroed_ideal,156.5917341922315,154.1634855706077,1.0,0.0
S2_zeroed_ideal,157.70352946092618,153.37193364477454,1.0,0.0
S2_zeroed_ideal,157.76078122490514,153.500676981261,1.0,0.0
S2_zeroed_ideal,158.58144427468704,157.62053734415602,1.0,0.0
S2_zeroed_ideal,159.69705725978955,157.9641920760283,1.0,0.0
S2_zeroed_ideal,161.33180050120245,165.49153057030975,1.0,0.0
S2_zeroed_ideal,161.69129793733384,161.46045311277445,1.0,0.0
S2_zeroed_ideal,161.7755623534915,159.92063180984277,1.0,0.0
S2_zeroed_ideal,161.81510009320925,161.1874708493218,1.0,0.0
S2_zeroed_ideal,162.65916067522102,165.0488463989163,1.0,0.0
S2_zeroed_ideal,163.96772216386384,170.33037165427254,1.0,0.0
S2_zeroed_ideal,164.35680491425205,160.78931695209224,1.0,0.0
S2_zeroed_ideal,166.7756069393796,166.09782405051436,1.0,0.0
S2_zeroed_ideal,167.45824336118105,168.10303283819025,1.0,0.0
S2_zeroed_ideal,167.60372589839133,168.54262586426032,1.0,0.0
S2_zeroed_ideal,167.72713887174115,166.65623021825428,1.0,0.0
S2_zeroed_ideal,169.96143625518954,173.19724958065177,1.0,0.0
S2_zeroed_ideal,170.33235874446768,168.04879824501154,1.0,0.0
S2_zeroed_ideal,170.48720939383458,171.81766629577638,1.0,0.0
S2_zeroed_ideal,171.036689487395,173.26963951155173,1.0,0.0
S2_zeroed_ideal,171.21870318985935,170.4423756874221,1.0,0.0
S2_zeroed_ideal,171.24291175117662,165.70990737380617,1.0,0.0
S2_zeroed_ideal,171.82733805194374,168.07951904451502,1.0,0.0
S2_zeroed_ideal,171.97661261699747,176.14384644462973,1.0,0.0
S2_zeroed_ideal,172.15510512511042,171.03165119929437,1.0,0.0
S2_zeroed_ideal,173.0466849120083,177.6447410293334,1.0,0.0
S2_zeroed_ideal,173.51931426057882,177.36404215906964,1.0,0.0
S2_zeroed_ideal,174.11353142248825,174.41130368347336,1.0,0.0
S2_zeroed_ideal,174.76666774110225,173.73258525454966,1.0,0.0
S2_zeroed_ideal,175.25052641850453,180.42282938867004,1.0,0.0
S2_zeroed_ideal,175.44870586446518,170.48339181833393,1.0,0.0
S2_zeroed_ideal,176.13853908985533,177.85487256264554,1.0,0.0
S2_zeroed_ideal,176.53464192082262,175.99814612002803,1.0,0.0
S2_zeroed_ideal,176.77455226526286,176.26571238141614,1.0,0.0
S2_zeroed_ideal,178.08125668483166,173.39231411751,1.0,0.0
S3_gain_uncompensated,80.54431768162982,87.7181755284834,1.1,0.0
S3_gain_uncompensated,81.36703591099622,87.8578538650987,1.1,0.0
S3_gain_uncompensated,82.1189923663578,87.46474569194929,1.1,0.0
S3_gain_uncompensated,82.59472532420766,90.88840041759406,1.1,0.0
S3_gain_uncompensated,82.73062605192635,92.3017323466261,1.1,0.0
S3_gain_uncompensated,83.12247017553186,94.55694111607976,1.1,0.0
S3_gain_uncompensated,83.30768741093421,87.30224213682979,1.1,0.0
S3_gain_uncompensated,84.6640113050714,88.66469866790223,1.1,0.0
S3_gain_uncompensated,84.80612655596985,95.91312244964229,1.1,0.0
S3_gain_uncompensated,85.49744788926401,96.67296884290505,1.1,0.0
S3_gain_uncompensated,85.88039959251985,102.55390063988486,1.1,0.0
S3_gain_uncompensated,87.16581886398423,94.77752918725034,1.1,0.0
S3_gain_uncompensated,87.26054349782014,96.91699956133344,1.1,0.0
S3_gain_uncompensated,88.57113615159402,92.44914216544369,1.1,0.0
S3_gain_uncompensated,90.30575457349138,98.6664233643296,1.1,0.0
S3_gain_uncompensated,90.43111462249792,102.2157516611353,1.1,0.0
S3_gain_uncompensated,90.4815741497235,96.09055510598661,1.1,0.0
S3_gain_uncompensated,91.0148754213438,99.49584226089897,1.1,0.0
S3_gain_uncompensated,91.92449452788895,105.41460923056111,1.1,0.0
S3_gain_uncompensated,92.26994489804675,100.2012830662583,1.1,0.0
S3_gain_uncompensated,93.57448250842346,106.76449875270987,1.1,0.0
S3_gain_uncompensated,93.79024469582825,100.43497813975976,1.1,0.0
S3_gain_uncompensated,93.83274709238869,110.2435911319556,1.1,0.0
S3_gain_uncompensated,97.30737371390398,111.72066425949501,1.1,0.0
S3_gain_uncompensated,97.61278073181352,110.34541981261648,1.1,0.0
S3_gain_uncompensated,97.6419616950054,102.35003805274354,1.1,0.0
S3_gain_uncompensated,97.76570224672656,107.32131170628561,1.1,0.0
S3_gain_uncompensated,97.8087508654584,109.32564457818395,1.1,0.0
S3_gain_uncompensated,97.95530133499172,109.59396307504025,1.1,0.0
S3_gain_uncompensated,99.364851773387,105.58865998187429,1.1,0.0
S3_gain_uncompensated,99.51670906311676,103.36125670004901,1.1,0.0
S3_gain_uncompensated,99.86954133136373,104.45510060986935,1.1,0.0
S3_gain_uncompensated,100.4978452602348,105.32722438801859,1.1,0.0
S3_gain_uncompensated,101.60673212099528,110.05294608159012,1.1,0.0
S3_gain_uncompensated,101.69221383723578,113.17956617512124,1.1,0.0
S3_gain_uncompensated,102.40386860109996,110.25111331043834,1.1,0.0
S3_gain_uncompensated,103.77417959226344,117.02403660080009,1.1,0.0
S3_gain_uncompensated,105.57879204927761,113.34422888169799,1.1,0.0
S3_gain_uncompensated,106.46040163969288,115.44873024257315,1.1,0.0
S3_gain_uncompensated,106.84644656666646,115.5647840530238,1.1,0.0
S3_gain_uncompensated,106.85067908028763,117.80226762919291,1.1,0.0
S3_gain_uncompensated,107.28632979503422,120.71183824092452,1.1,0.0
S3_gain_uncompensated,107.56597861946682,112.58749344255696,1.1,0.0
S3_gain_uncompensated,107.6034752635005,115.368074562655,1.1,0.0
S3_gain_uncompensated,108.156179282871,117.56472445630563,1.1,0.0
S3_gain_uncompensated,108.46107978068787,113.54428345877932,1.1,0.0
S3_gain_uncompensated,108.78974558564563,118.40438959121214,1.1,0.0
S3_gain_uncompensated,108.87053643937418,113.17080215619161,1.1,0.0
S3_gain_uncompensated,110.06436578441402,118.09628080639617,1.1,0.0
S3_gain_uncompensated,110.22162927365453,121.885192234084,1.1,0.0
S3_gain_uncompensated,110.2770291537051,123.07263017073657,1.1,0.0
S3_gain_uncompensated,110.28144348654556,124.1807342423237,1.1,0.0
S3_gain_uncompensated,110.34357414684209,120.88642763427896,1.1,0.0
S3_gain_uncompensated,110.64799490744026,121.01850977925048,1.1,0.0
S3_gain_uncompensated,111.43601704747434,122.84446880624677,1.1,0.0
S3_gain_uncompensated,112.08580271700166,124.917858528718,1.1,0.0
S3_gain_uncompensated,112.7568786632911,119.67858102884873,1.1,0.0
S3_gain_uncompensated,113.99876630371656,128.43844804489208,1.1,0.0
S3_gain_uncompensated,114.034296799717,126.87439719877365,1.1,0.0
S3_gain_uncompensated,116.73488871484727,127.58793656576802,1.1,0.0
S3_gain_uncompensated,117.02797236403302,124.50155203876936,1.1,0.0
S3_gain_uncompensated,117.75008179075934,132.75540943792475,1.1,0.0
S3_gain_uncompensated,117.77704475092648,129.2151492176934,1.1,0.0
S3_gain_uncompensated,119.3275225583979,132.56600615607073,1.1,0.0
S3_gain_uncompensated,119.86054085465322,131.2911189204189,1.1,0.0
S3_gain_uncompensated,120.03187439200322,132.806995401151,1.1,0.0
S3_gain_uncompensated,120.79261557606063,133.75874451763104,1.1,0.0
S3_gain_uncompensated,121.43301513599869,136.04296322539042,1.1,0.0
S3_gain_uncompensated,121.97905639583702,137.63485422596648,1.1,0.0
S3_gain_uncompensated,122.75795540095524,136.41040344746753,1.1,0.0
S3_gain_uncompensated,122.91261018927966,138.18202980239607,1.1,0.0
S3_gain_uncompensated,125.53665267918225,134.83953134567497,1.1,0.0
S3_gain_uncompensated,125.95170637813665,138.88592624567113,1.1,0.0
S3_gain_uncompensated,126.50767014494275,138.72702384811544,1.1,0.0
S3_gain_uncompensated,126.9284149042704,143.40858933903527,1.1,0.0
S3_gain_uncompensated,128.32648840093432,140.79764864623766,1.1,0.0
S3_gain_uncompensated,129.30118920604727,139.71793108360453,1.1,0.0
S3_gain_uncompensated,129.30944293119506,145.53790464287962,1.1,0.0
S3_gain_uncompensated,129.33463024269332,143.73930049466324,1.1,0.0
S3_gain_uncompensated,129.90036071074985,143.88531936510807,1.1,0.0
S3_gain_uncompensated,132.77873633567964,147.53357895731853,1.1,0.0
S3_gain_uncompensated,133.59332638511876,146.32695896950557,1.1,0.0
S3_gain_uncompensated,134.40086705020283,145.6795275951846,1.1,0.0
S3_gain_uncompensated,134.54690113497838,148.5756561835349,1.1,0.0
S3_gain_uncompensated,136.73723797518642,147.14292630246325,1.1,0.0
S3_gain_uncompensated,137.64534983102345,152.06136542839022,1.1,0.0
S3_gain_uncompensated,137.77975089215585,155.16686338164186,1.1,0.0
S3_gain_uncompensated,138.68815479540135,156.45333172715846,1.1,0.0
S3_gain_uncompensated,138.7586799998683,152.40480874045218,1.1,0.0
S3_gain_uncompensated,138.98045764266124,153.99634382416875,1.1,0.0
S3_gain_uncompensated,143.0079273352127,158.2243125344546,1.1,0.0
S3_gain_uncompensated,145.3864869678981,164.56149063397046,1.1,0.0
S3_gain_uncompensated,146.37354546476402,162.2039419257254,1.1,0.0
S3_gain_uncompensated,146.47557213748414,164.92029384565598,1.1,0.0
S3_gain_uncompensated,146.749719995467,162.1381787322581,1.1,0.0
S3_gain_uncompensated,146.94152397755278,158.65313523734537,1.1,0.0
S3_gain_uncompensated,147.60252320824532,161.72042763580652,1.1,0.0
S3_gain_uncompensated,148.87268150961182,163.9589432483569,1.1,0.0
S3_gain_uncompensated,149.04030132444933,165.58871750448003,1.1,0.0
S3_gain_uncompensated,149.20260654465602,168.97807507828594,1.1,0.0
S3_gain_uncompensated,150.55778362115018,164.3167418966896,1.1,0.0
S3_gain_uncompensated,150.78034005550282,166.25221707023326,1.1,0.0
S3_gain_uncompensated,151.65412990840588,171.44711677000384,1.1,0.0
S3_gain_uncompensated,152.91675125046999,165.45235703446693,1.1,0.0
S3_gain_uncompensated,153.25440505149118,171.01480441781686,1.1,0.0
